run_id,repeat_id,split_seed,model,horizon,target_metric,feature_set,candidate_set,balancing_mode,decision_rule,target_class_distribution_json,predicted_class_distribution_json
meta_modeling_experiments_v1_20260331T214515Z,1,42,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 53, ""2"": 7}","{""0"": 35, ""2"": 18, ""1"": 7}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 42, ""2"": 13, ""1"": 5}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 52, ""2"": 5, ""1"": 3}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 58, ""1"": 2}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 59, ""1"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,catboost_classifier,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 53, ""2"": 7}","{""0"": 59, ""2"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 59, ""2"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 53, ""2"": 7}","{""0"": 59, ""2"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 59, ""2"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,1,42,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,logistic_regression,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 49, ""2"": 11}","{""0"": 33, ""2"": 23, ""1"": 4}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 49, ""2"": 11}","{""0"": 37, ""2"": 20, ""1"": 3}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 49, ""2"": 11}","{""0"": 47, ""2"": 11, ""1"": 2}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 49, ""2"": 11}","{""0"": 55, ""2"": 3, ""1"": 2}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 49, ""2"": 11}","{""0"": 58, ""2"": 1, ""1"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,catboost_classifier,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 49, ""2"": 11}","{""0"": 59, ""2"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 49, ""2"": 11}","{""0"": 59, ""2"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,2,10015,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 49, ""2"": 11}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,logistic_regression,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 53, ""2"": 7}","{""0"": 37, ""2"": 22, ""1"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 41, ""2"": 18, ""1"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 50, ""2"": 10}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 58, ""2"": 2}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,catboost_classifier,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,3,19988,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 53, ""2"": 7}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,logistic_regression,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 33, ""2"": 27}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 33, ""2"": 27}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 47, ""2"": 13}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 55, ""2"": 5}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,catboost_classifier,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 58, ""1"": 2}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 58, ""1"": 2}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 59, ""1"": 1}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,4,29961,catboost_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 54, ""2"": 5, ""1"": 1}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,logistic_regression,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,logistic_regression,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 57, ""2"": 3}","{""0"": 30, ""2"": 30}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 57, ""2"": 3}","{""0"": 30, ""2"": 30}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 57, ""2"": 3}","{""0"": 41, ""2"": 19}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 57, ""2"": 3}","{""0"": 53, ""2"": 7}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,logistic_regression,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 57, ""2"": 3}","{""0"": 57, ""2"": 3}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,random_forest_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,top_1,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.50,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.60,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.70,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,random_forest_classifier,1,directional_accuracy,full_features,top_3,balanced,confidence_fallback_0.80,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,catboost_classifier,1,directional_accuracy,full_features,top_3,default,top_1,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.50,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.60,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.70,"{""0"": 57, ""2"": 3}","{""0"": 60}"
meta_modeling_experiments_v1_20260331T214515Z,5,39934,catboost_classifier,1,directional_accuracy,full_features,top_3,default,confidence_fallback_0.80,"{""0"": 57, ""2"": 3}","{""0"": 60}"
